model_id,sysml_path,txt_path,split,quality,category,likert_score,similarity_percent,structure_score,behavior_score,data_score,token_recall_percent,parse_status,matched_terms,missing_terms
1709,data/001709/001709.sysml,data/001709/001709.txt,agent,B,electronics,3,62.2,72.9,55.9,43.2,66,ok,Database | SmartThermostat | AutomationRule | MotionSensor | SmartDevice | SmartLight,readings: SensorReading | readings SensorReading | currentTemp: TemperatureValue | targetTemp: TemperatureValue | targetID: DeviceID | ruleID: String
1710,data/001710/001710.sysml,data/001710/001710.txt,agent,B,software,3,57.6,74.8,40,40.9,63.2,ok,Streaming Service | Analytics | Catalog | Client | Cdn | ContentCatalogService,UserInterfacePort | not authenticate.authenticated | not authenticate.authenticated | bufferLevel ISQ DurationValue | segmentRequest: ContentID | Terminate Not Found
1711,data/001711/001711.sysml,data/001711/001711.txt,agent,B,software,3,65.7,71.5,63.4,49.8,70,ok,Smart Thermostat | Smart Light | Engine | SmartHomeDevice | LocationService | WeatherService,ActionOutputPort | RuleConfigPort | currentLocation: LocationCoordinate | sourceService: ServiceID | targetService: ServiceID | currentTemp: Temperature
1712,data/001712/001712.sysml,data/001712/001712.txt,agent,B,industrial,4,66.1,80.5,49.4,55.6,70.8,ok,Customer Service | Warehouse | Showroom | Checkout | DistributionWarehouse | ProductionFacility,CheckoutTransactionPort | followInstructions.assemblyProgress < 100.0 | followInstructions.assemblyProgress < 100.0 | followInstructions.assemblyProgress >= 100.0 | Finalize Assembly | followInstructions.assemblyProgress < 100.0 | Continue Assembly | packageID: ProductCode
1713,data/001713/001713.sysml,data/001713/001713.txt,agent,B,industrial,3,56.2,57.1,58.2,42.7,61.4,ok,Gateway | Server | SmartLightActuator | TemperatureSensor | HumiditySensor | MotionSensor,not analyzeData.controlDecision | not analyzeData.controlDecision | observedData PayloadData | currentTemperature: ISQ ThermodynamicTemperatureValue | Temp Sensor1 | Temp Sensor2
1714,data/001714/001714.sysml,data/001714/001714.txt,agent,B,software,4,74.4,94.2,56.4,55.1,78.3,ok,Streamer | Playback | Speakers | Library | Decoder | Display,newPosition DurationValue | Load And Decode | Done | Decision1 | stopped Boolean | paused Boolean
1715,data/001715/001715.sysml,data/001715/001715.txt,agent,B,energy,3,53.7,61.9,40.6,47.2,60.5,ok,Processor | DimmableLoadController | AmbientLightSensor | CentralProcessor | OccupancySensor | UserInterface,Calculate Optimal Level | Maintain Current Level | Set Low Level | occupancyData OccupancyState | sensorData: SensorReading | scheduledScenes: String
1716,data/001716/001716.sysml,data/001716/001716.txt,agent,B,software,2,42.9,53,29.3,35.5,48.4,ok,Broker | MessageBroker | Subscriber | Publisher | broker | MQTT Messaging System,Deliver Message | message: MQTTMessage | checkMessage.hasMessage | not matchTopic.matches | checkMessage.hasMessage | not matchTopic.matches | subscriptionReq: SubscriptionRequest
1717,data/001717/001717.sysml,data/001717/001717.txt,agent,B,industrial,4,67.7,81.6,61.8,38.2,73,ok,Turbidity Sensor | Level Sensor | Inlet Valve | Drain Pump | Door Lock | Dispenser,waterTemp > ISQ thermodynamicTemperature | waterVolume: > ISQ volume | waterVolume > ISQ volume | duration > ISQ time | dryingMethod String | targetTemp > ISQ thermodynamicTemperature
1718,data/001718/001718.sysml,data/001718/001718.txt,agent,B,electronics,3,56.7,58,56,54.3,57.1,ok,Scheduler | Storage | Epg | EncodedContent | VideoEncoder | AudioStream,VideoOutputPort | AudioOutputPort | currentChannel: ChannelIdentifier | fileSize: MassValue | Encoder1 | Encoder2
1719,data/001719/001719.sysml,data/001719/001719.txt,agent,B,industrial,4,70.3,80.3,62.5,54.3,74.6,ok,Broker | EventMessage | FunctionNode | DebugNode | Receive Event | Node RED Event Processing System,nodeId: NodeIdentifier | brokerAddress: String | outputTarget: String | MQTTBroker | Evaluate Rule | Evaluate Condition
1720,data/001720/001720.sysml,data/001720/001720.txt,agent,B,software,3,57.9,63.1,56.1,39.3,64.2,ok,Outdoor Light Sensor | Living Room Light | Rules Engine | Event Bus | Persistence | TemperatureSensor,Gather Sensor Data | sensorReadings SensorData | confirmations ItemUpdate | readings SensorData | updates ItemUpdate | deviceId: DeviceIdentifier
1721,data/001721/001721.sysml,data/001721/001721.txt,agent,B,industrial,3,55,53,49.9,61.7,59.5,ok,Message Broker | Rule Engine | Data Store | Dashboard | messageBroker | ruleEngine,tempSensor1: TemperatureSensorDevice | hvacUnit1: HVACActuator | value: ISQ ThermodynamicTemperatureValue | luminanceReading: LuminanceMeasurement | sourceAsset: AssetIdentifier | Open Remote Io TAutomation System
1722,data/001722/001722.sysml,data/001722/001722.txt,agent,B,industrial,2,38.7,32.1,54.1,20.4,42.8,ok,Cloud Bridge | Gateway | Operational Cycle | cloudBridge | Discover All Devices | Provision Devices,SensorOutputPort | tempSensor1ToGateway | tempSensor2ToGateway | tempSensor1: OCFTemperatureSensor | tempSensor2: OCFTemperatureSensor | Temp Sensor1
1723,data/001723/001723.sysml,data/001723/001723.txt,agent,B,electronics,3,49.6,58.8,38.6,40.5,54.3,ok,Philips Hue Smart Lighting System | Cloud Service | Mobile App | Bridge | StatusReport | LightCommand,livingRoomBulb1: HueBulb | livingRoomBulb2: HueBulb | validateCommand.valid | validateCommand.valid | outboundMessage: NetworkMessage | sourceDevice: DeviceIdentifier
1724,data/001724/001724.sysml,data/001724/001724.txt,agent,B,software,3,63.2,75.2,46.1,59.3,67.5,ok,Transcoding Engine | Session Manager | Media Library | MediaLibraryDatabase | Plex Media Streaming System | Quality Controller,Check Stream Completion | Retrieve Media Asset | StreamDeliveryPort | LibraryAccessPort | sessionId: String | currentBuffer BufferStatus
1725,data/001725/001725.sysml,data/001725/001725.txt,agent,B,electronics,3,48.8,67,30.4,29.6,55.4,ok,QIVICON Smart Home System | Cloud Backend | Window Sensor | Mobile App | Home Base | DoorWindowSensor,Living Room Thermostat | Living Room Motion | Coffee Maker Plug | Receive User Input | livingRoomThermostat | livingRoomMotion
1726,data/001726/001726.sysml,data/001726/001726.txt,agent,B,electronics,3,61.1,78.2,42.3,53.2,62.7,ok,Voltage Converter | Connector | Uart | DataCommunicationEquipment | DataTerminalEquipment | SerialFrame,not validateStartBit.valid | not validateStartBit.valid | verifyParity.valid | verifyParity.valid | verifyParity.valid | Extract Payload | not verifyParity.valid
1727,data/001727/001727.sysml,data/001727/001727.txt,agent,B,electronics,4,73.1,85.7,71.2,37.6,79.8,ok,Processor | Battery | Screen | Camera | Memory | Modem,dataRate: ISQ InformationFlowRateValue | audioSignal: AudioOutput | currentLimit: ISQ ElectricCurrentValue | targetVoltage: ISQ VoltageValue | frequency: ISQ FrequencyValue | voltage: ISQ VoltageValue
1728,data/001728/001728.sysml,data/001728/001728.txt,agent,B,electronics,3,62.4,74.8,52.9,38.7,70.5,ok,AutomationRule | Smart Things Home Automation System | Hallway Motion Sensor | Bedroom Light Sensor | Living Room Light | Bedroom Light,evaluateConditions.triggeredActions->isEmpty() | evaluateConditions.triggeredActions->isEmpty() | evaluateConditions.triggeredActions->notEmpty() | tempSensorOut | sensorInputs SensorReading | events SensorReading
1729,data/001729/001729.sysml,data/001729/001729.txt,agent,B,electronics,3,65.9,79.7,50.2,57.1,69.4,ok,Music Source | Living Room | Controller | Kitchen | audioProcessor | SonosSpeaker,AudioOutputPort | synchronize.synchronizedAudio == null | Error Handling | volumeSetting VolumeLevel | networkAddress IPAddress | signalStrength: PowerValue | currentVolume: VolumeLevel
1730,data/001730/001730.sysml,data/001730/001730.txt,agent,B,industrial,3,54.4,68.4,37.1,43.7,60.5,ok,Cloud Infrastructure | Network Gateway | Mobile App | wirelessModule | microcontroller | Tuya Io T Platform System,gatewaySocket1Link | gatewaySocket2Link | gatewayLight1Link | gatewayLight2Link | Authenticate Device Session | Synchronize Device State
1731,data/001731/001731.sysml,data/001731/001731.txt,agent,B,electronics,4,73.7,86.4,71.1,45.8,76.4,ok,Controller | Encoder | Decoder | Storage | Tuner | RecordedProgram,BroadcastInputPort | channelId ScalarValues String | programId ScalarValues String | targetChannel: ScalarValues String | recordTime: ScalarValues String | channel: ScalarValues String
1732,data/001732/001732.sysml,data/001732/001732.txt,agent,B,electronics,3,64.7,89.1,47.6,26.4,73.2,ok,Vivint Smart Home Security System | Outdoor Siren | Doorbell | Cloud | Hub | VideoStream,Process User Authentication | signal: WirelessData | userId: String | Process Command | Authenticate | Assign
1733,data/001733/001733.sysml,data/001733/001733.txt,agent,B,electronics,3,58.7,62.1,53.4,53.5,63,ok,Nic | PowerManagementController | NetworkInterfaceCard | TargetComputer | MainProcessor | MagicPacket,Validate Packet Content | frame: NetworkFrame | Validate Packet Content | Initiate Wake Request | PowerControlPort | Pmc | Cpu
1734,data/001734/001734.sysml,data/001734/001734.txt,agent,B,software,2,34.8,28.4,37,40.2,38.2,ok,Central Server | PresenceStanza | MessageStanza | Forward Remote | ConnectionStatus | centralServer,lookupRecipient.found and lookupRecipient.isLocal | Deliver Local | lookupRecipient.found and not lookupRecipient.isLocal | lookupRecipient.found and not lookupRecipient.isLocal | originalStanza XMLStanza | stanzaToParse XMLStanza | remoteDomain String
1735,data/001735/001735.sysml,data/001735/001735.txt,agent,B,electronics,3,60.1,73.9,49.3,35.5,68,ok,Xiaomi Smart Home System | Hallway Motion Sensor | Gateway | MotionSensor | MiGateway | hallwayMotionSensor,Execute Device Control | currentHumidity: HumidityReading | controlCmd: ControlCommand | gatewayId: DeviceID | sensorId: DeviceID | currentTemp: TemperatureReading
1736,data/001736/001736.sysml,data/001736/001736.txt,agent,B,automotive,3,65.1,72.4,67.8,35.9,70.1,ok,Female Rotor | Male Rotor | intakeManifold | femaleRotor | bypassValve | maleRotor,incomingAir: AirCharge | trappedAir: AirCharge | deliveredAir AirCharge | incomingAir AirCharge | trappedAir AirCharge | drivePower: MechanicalDrive
1737,data/001737/001737.sysml,data/001737/001737.txt,agent,B,industrial,4,71.9,84.6,64.6,50.2,75.6,ok,Suction Chamber | Mixing Throat | Diffuser | Nozzle | EductorJetPump | DivergingDiffuser,flowRate: VolumeFlowRateValue | chamberDiameter: LengthValue | throatDiameter: LengthValue | fluidLevel: LengthValue | dischargeFlowRate VolumeFlowRateValue | maxFlowRate: VolumeFlowRateValue
1738,data/001738/001738.sysml,data/001738/001738.txt,agent,B,industrial,4,72,82,61.9,59.4,77.2,ok,Control Valve | Venturi | VelocitySensor | FluidReservoir | VenturiTube | Pump,Outlet Flow Meter | throatDiameter: ElevationValue | inletDiameter: ElevationValue | Done | outletSensing1 | outletSensing2
1739,data/001739/001739.sysml,data/001739/001739.txt,agent,B,industrial,3,53.9,80.6,35.1,19.4,58.3,ok,Connecting Rod | Crankshaft | Aqueduct | Piston | ElevatedAqueduct | PistonAssembly,WaterFlowPort | pistonDisplacement: ISQ LengthValue • pistonForce: Force | pistonDisplacement: ISQ LengthValue • pistonForce: Force | pistonDisplacement ISQ LengthValue | Activate Drive | Shutdown
1740,data/001740/001740.sysml,data/001740/001740.txt,agent,B,energy,3,65.8,80.8,53.8,46.4,69.9,ok,Expansion Valve | Outdoor Fan | Indoor Fan | Compressor | Evaporator | Thermostat,sense.temp > targetTemperature + 2.0 | sense.temp > targetTemperature + 2.0 | Sense | ElectricalPort | control1 | control2
1741,data/001741/001741.sysml,data/001741/001741.txt,agent,B,aerospace,3,60.4,72.6,49.4,43,66.2,ok,Airfoil System | Actuator | Analyzer | PressureSensor | FlowAnalyzer | lowerSurface,Compute Lift Coeff | Compute Drag Coeff | ControlInputPort | liftCoeff: CoefficientValue | Compute Lift Force | Compute Drag Force
1742,data/001742/001742.sysml,data/001742/001742.txt,agent,B,industrial,4,70.1,89.6,52.3,45.9,77.2,ok,Reservoir | Regulator | Dragon | Scribe | Lever | Bowl,Reset Bowl | resetSignal: ResetSignal | advanceSignal: DialAdvanceSignal | Advance Dial Marker | advanceSignal DialAdvanceSignal | dialAdvance DialAdvanceSignal | newLevel VolumeValue
1743,data/001743/001743.sysml,data/001743/001743.txt,agent,B,energy,3,60.4,64.6,65.8,34,65.4,ok,Transmission Line | Protection Relay | Generator | Regulator | Load | StepUpTransformer,totalDemand PowerDemand | nominalFrequency: ACFrequencyValue | secondaryVoltage: ACVoltageValue | nominalVoltage: ACVoltageValue | primaryVoltage: ACVoltageValue | rmsVoltage: ACVoltageValue
1744,data/001744/001744.sysml,data/001744/001744.txt,agent,B,unknown,3,63.2,72.3,61.8,37.7,68.2,ok,Aquarium System | Mechanical Filter | Controller | Aerator | Heater | Tank,phSensor: PHSensor | WaterFlowPort | currentTemp TemperatureValue | currentLevel LengthValue | qualityStatus String | feedingSubsystem: AutoFeeder
1745,data/001745/001745.sysml,data/001745/001745.txt,agent,B,industrial,4,69.3,81.9,69.2,33.4,74.1,ok,Water Pump | Sensor | BiologicalFilterStage | QualitySensor | ControlModule | Pump,WaterOutletPort | WaterInletPort | waterSample: WaterStream | not monitor.isAcceptable | pressurizedWater WaterStream | incomingWater WaterStream
1746,data/001746/001746.sysml,data/001746/001746.txt,agent,B,medical,3,65.3,68.3,57.3,63.8,70.8,ok,Artificial Heart System | Right Ventricle | Left Ventricle | Blood | Emergency Mode | BloodPressure,BloodOutletPort | BloodInletPort | voltage: ISQ ElectricPotentialValue | Done | ControlSignalPort | Decision1
1747,data/001747/001747.sysml,data/001747/001747.txt,agent,B,electronics,4,74.6,89.5,59.3,62.2,78.1,ok,Forecast Engine | Processor | Display | Sensor | atmosphericPressureMonitor | CorrectedPressureData,ProcessedDataPort | ambientTemp TemperatureValue | updateInterval: ISQ TimeValue | Acquire | changeRate Real
1748,data/001748/001748.sysml,data/001748/001748.txt,agent,B,aerospace,4,74.8,91.3,61.4,51.6,80.8,ok,Atomic Clock System | Multiplier | Detector | Divider | Vacuum | Shield,Initialize | Decision1 | targetPressure | multiplicationFactor: Integer | accuracy: DurationValue | epoch: DurationValue
1749,data/001749/001749.sysml,data/001749/001749.txt,agent,B,automotive,3,62.6,77.6,39.3,61.1,68.2,ok,Steering Wheel | Brake Pedal | Fuel Tank | Steering System | Transmission | Brake System,monitorSpeed.currentSpeed >= targetSpeed | Maintain | fuelFlowRate: ISQ VolumeFlowRateValue | Rear Right Wheel | Rear Left Wheel | SensorOutputPort | brakingRearRight
1750,data/001750/001750.sysml,data/001750/001750.txt,agent,B,industrial,4,71.6,81.6,59,63.3,76.4,ok,Bangladesh Flood Early Warning System | Communication Towers | RiverMonitoringStation | WeatherRadarStation | WeatherForecast | FloodAlert,SensorDataPort | sensorData: SensorReading | Collect Sensor Data | sensorData SensorReading | affectedAreas String | SensorReading
1751,data/001751/001751.sysml,data/001751/001751.txt,agent,B,aerospace,3,59.5,67.1,45.2,61.7,63.1,ok,Air Data Computer | Cockpit Display | PitotTube | DisplayUnit | airDataComputer | cockpitDisplay,airspeedOutputPort | dataInputPort | updateRate: FrequencyValue | alignment: PitotAngle | Environment | Atmosphere
1752,data/001752/001752.sysml,data/001752/001752.txt,agent,B,industrial,4,81.8,93.1,77.2,58.1,86,ok,Intake Valve | Outlet Valve | Pump Body | Chamber | Piston | Handle,pistonPosition: LengthValue | airOutPort | pistonPosition LengthValue | handlePos LengthValue | internalDiameter: LengthValue | handlePosition: LengthValue
1753,data/001753/001753.sysml,data/001753/001753.txt,agent,B,aerospace,3,56,65.5,42,55.4,58.5,ok,AngleController | AdhesivePad | Surface | Load | angleControl | adhesivePads,Calculate Required Adhesion | MechanicalContactPort | individualSetae: MicroSeta | calculateRequiredAdhesion.adhesionForce > payloadMass * 9.81 | Proceed To Engage | maxCapacity: > AdhesionForce | calculateRequiredAdhesion.adhesionForce > payloadMass * 9.81 | calculateRequiredAdhesion.adhesionForce > payloadMass * 9.81
1754,data/001754/001754.sysml,data/001754/001754.txt,agent,B,automotive,3,50.5,67.8,37.5,27,55.1,ok,OxygenatedBlood | AirSac | RespiratorySystem | DigestiveSystem | Brain | Food,coreTemperature >= 315.15 | Descend To Rest | coreTemperature < 315.15 | Continue Flying | energyReleased: ISQ EnergyValue | energyContent: ISQ EnergyValue | thrustGenerated: ThrustForce | liftGenerated: LiftForce
1755,data/001755/001755.sysml,data/001755/001755.txt,agent,B,industrial,3,63,78.3,53.6,38.4,67.3,ok,Brine Processing System | Salinity Monitor | Concentrate Tank | Pre Heater | Feed Tank | CirculationPump,evaporationTemp ISQ ThermodynamicTemperatureValue | targetTemp ISQ ThermodynamicTemperatureValue | BrineOutputPort | WaterOutputPort | BrineInputPort | temperature: ISQ ThermodynamicTemperatureValue
1756,data/001756/001756.sysml,data/001756/001756.txt,agent,B,electronics,4,67.1,91.1,51.5,40.2,67.3,ok,Charging Resistor | Load Resistor | Capacitor | Source | VoltageSource | Monitor,finalVoltage ISQ VoltageValue | suppliedVoltage: ISQ VoltageValue | maxVoltage: ISQ VoltageValue | potential: ISQ VoltageValue | Assign | Done
1757,data/001757/001757.sysml,data/001757/001757.txt,agent,B,industrial,3,55.9,84.2,36.3,27.3,55.5,ok,Planting Bed | Reservoir | Wick | CapillaryIrrigationSystem | WaterReservoir | CapillaryWick,monitor.needsRefill | monitor.needsRefill | flowRate: VolumeFlowRateValue | currentLevel: VolumeValue | poreRadius: LengthValue | monitor.needsRefill | Alert
1758,data/001758/001758.sysml,data/001758/001758.txt,agent,B,industrial,4,76.1,79.1,77.6,59.9,80.3,ok,Stamping Department | Painting Department | Welding Department | Quality Testing | Final Assembly | CompleteVehicle,ComponentTransferPort | MaterialSupplyPort | QualityMonitorPort | VehicleOutputPort | BodyTransferPort | measurements: QualityMetric
1759,data/001759/001759.sysml,data/001759/001759.txt,agent,B,industrial,4,69.4,86,57.7,44.2,74.6,ok,Centrifugal Fan System | Controller | Impeller | Housing | Motor | Shaft,ControlSignalPort | PowerInputPort | outletDiameter: LengthValue | scrollWidth: LengthValue | loadRating: ForceValue | maxPressureRise: PressureDifferenceValue
1760,data/001760/001760.sysml,data/001760/001760.txt,agent,B,industrial,3,59.5,69.6,42.7,60.9,63,ok,Check Weigher System | Controller | Infeed | RejectMechanism | InfeedConveyor | AcceptConveyor,ProductOutputPort | ProductInputPort | WeightDataPort | evaluateMeasurement.isAcceptable | evaluateMeasurement.isAcceptable | measurementAccuracy: MassValue
1761,data/001761/001761.sysml,data/001761/001761.txt,agent,B,electronics,4,70.4,88.2,57.3,47.1,74.2,ok,Clock System | Power Supply | Oscillator | Counter | Display | TimeCounter,TimeOutputPort | newTime TimeOfDay | operatingFrequency: ISQ FrequencyValue | current: ISQ ElectricCurrentValue | outputCurrent: ISQ ElectricCurrentValue | Assign
1762,data/001762/001762.sysml,data/001762/001762.txt,agent,B,unknown,3,53.8,59.2,46,45.9,59.9,ok,Economic Development | Administration | Transportation | Healthcare | Education | economicDevelopment,Sadar Dakshin Upazila | monitorAndEvaluate.performanceReport < 0.7 | sadarDakshinUpazila | monitorAndEvaluate.performanceReport < 0.7 | currentPerformance EfficiencyRating | Titumirupazila
1763,data/001763/001763.sysml,data/001763/001763.txt,agent,B,industrial,4,67.7,78.3,65.7,40.8,71.9,ok,Hydraulic Power Pack | Discharge Point | Concrete Pump | Delivery Hose | Flow Sensor | Controller,ControlSignalPort | PowerSupplyPort | VolumeFlowRateUnit | dischargeHeight: LengthValue | hoseDiameter: LengthValue | targetFlowRate VolumeFlowRateValue
1764,data/001764/001764.sysml,data/001764/001764.txt,agent,B,industrial,4,75,88.5,64.8,56.7,78.7,ok,Water Distribution | Basin | Fill | Pump | Fan | InducedDraftFan,basinLevel LengthValue | Controller | Distribute | Assign | Decision1 | levelStatus Boolean
1765,data/001765/001765.sysml,data/001765/001765.txt,agent,B,electronics,4,72,83.4,53.7,71.7,76.3,ok,Source | Load | VoltageSource | LoadResistor | positive | negative,base: ISQ voltage | base: ISQ electricCurrent | ElectricalPort | Continuous Monitoring | terminal1 | terminal2
1766,data/001766/001766.sysml,data/001766/001766.txt,agent,B,unknown,4,68.6,80.2,52.6,62.8,73.6,ok,Upper Segment | Lower Segment | Vegetation | Drainage | Soil | VegetationCover,RunoffOutputPort | currentMoisture SoilMoistureValue | erosionDepth > LengthValue | sedimentYield > MassValue | Precipitation | Assign Outputs
1767,data/001767/001767.sysml,data/001767/001767.txt,agent,B,unknown,3,60.2,73.9,43.4,48.6,66.6,ok,TimekeepingChamber | SupplyReservoir | FloatRegulator | DrumMechanism | DialIndicator | Water,elephantAutomaton: AutomatonFigure | birdAutomaton: AutomatonFigure | drumTorque ISQ TorqueValue | currentRotation: AngularPosition | floatDiameter: ISQ LengthValue | pointerAngle: AngularPosition
1768,data/001768/001768.sysml,data/001768/001768.txt,agent,B,energy,4,69.4,90.6,66.9,16.1,75.8,ok,Drilling Mud Circulation System | Drill String | Conditioner | Annulus | Shaker | Sensor,CuttingsDischargePort | MudOutletPort | MudInletPort | solidsContent: SolidsFraction | screenArea: ISQ areaValue | rotationSpeed: ISQ angularVelocityValue
1769,data/001769/001769.sysml,data/001769/001769.txt,agent,B,industrial,4,69.7,81.7,64.7,44.3,74.2,ok,Data Acquisition | Voltage Source | Voltmeter | Ammeter | Probe | FourPointProbe,referenceTemp TemperatureValue | maxCurrent: ElectricCurrentValue | voltage: ElectricPotentialValue | probeSpacing: LengthValue | appliedVoltage: ElectricPotentialValue | outputVoltage: ElectricPotentialValue
1770,data/001770/001770.sysml,data/001770/001770.txt,agent,B,electronics,3,65.6,86.9,50.6,39,68.8,ok,Armature | Contacts | Spring | Coil | ElectromagneticCoil | ElectricalSignal,MagneticCouplingPort | armatureMass ISQ MassValue | magneticFluxDensity ISQ MagneticFluxDensityValue | coilCurrent ISQ ElectricCurrentValue | thresholdPosition ISQ LengthValue | density: > ISQ magneticFluxDensity
1771,data/001771/001771.sysml,data/001771/001771.txt,agent,B,electronics,3,65.2,88,43.1,46.7,69,ok,Analog To Digital | Digital To Analog | Output Buffer | Controller | Regulator | PowerRegulator,Anti Alias Filter | antiAliasFilter | inputVoltageRange: ISQ ElectricPotentialValue | outputVoltage: ISQ ElectricPotentialValue | conversionTime: ISQ DurationValue | settlingTime: ISQ DurationValue
1772,data/001772/001772.sysml,data/001772/001772.txt,agent,B,energy,3,64.2,78.3,52.7,46.7,67.8,ok,Generator | StepUpTransformer | ElectricalGenerator | ElectricalPower | SteamTurbine | Boiler,rotationalSpeed: ISQ AngularVelocityValue | Definitions Generate Electricity | Definitions Distribute Power | Definitions Generate Steam | Definitions Transmit Power | Definitions Drive Turbine
1773,data/001773/001773.sysml,data/001773/001773.txt,agent,B,industrial,4,73.6,82.9,65.8,63.8,75.3,ok,Espresso Machine System | Control Panel | Group Head | Steam Wand | Portafilter | Reservoir,grindSize: GrindFineness • doseMass: MassValue | EspressoOutputPort | WaterOutletPort | WaterInletPort | Initialize | Tamp
1774,data/001774/001774.sysml,data/001774/001774.txt,agent,B,unknown,3,59.9,61,55.3,59.2,64,ok,Selection Mechanism | Habitat | Individual | Genotype | Natural Selection | EnvironmentalFactors,GeneticVariationEngine | variationEngine: GeneticVariationEngine | systemSelectionStrength: SelectionCoefficient | selectionIntensity: SelectionCoefficient | Evolutionary Biology System | Variation Engine
1775,data/001775/001775.sysml,data/001775/001775.txt,agent,B,energy,4,68.7,84,53.9,54.4,72.2,ok,External Combustion Engine System | Condenser | Expander | Boiler | SteamExpander | FeedwaterPump,flowRate: VolumeFlowRateValue | pistonPosition: LengthValue | rotationalSpeed: AngularVelocityValue | pumpSpeed: AngularVelocityValue | Monitor Conditions | condensateReturn
1776,data/001776/001776.sysml,data/001776/001776.txt,agent,B,automotive,3,58.6,64.8,47.3,55.4,64.2,ok,Federal Signal Emergency Warning System | Light Heads | Processor | ControlProcessor | batteryBackup | lightHeads,CommandInputPort | PowerInputPort | regulatedPowerOut | acousticSignal: AcousticOutput | AcousticOutput | OpticalOutput
1777,data/001777/001777.sysml,data/001777/001777.txt,agent,B,industrial,4,69.3,85.9,63,38.2,72.2,ok,Filter Press System | Plates | FilterPlate | FilterCake | FeedValve | FeedPump,Decision1 | poreSize: ISQ LengthValue | thickness: ISQ LengthValue | maxFlowRate: FlowRateValue | surfaceArea: ISQ AreaValue | totalVolume: VolumeValue
1778,data/001778/001778.sysml,data/001778/001778.txt,agent,B,energy,4,71.9,91.8,44.3,68.8,76,ok,Cold Reservoir | Hot Reservoir | HighTemperatureReservoir | LowTemperatureReservoir | MechanicalLoad | heatEngine,energyBalance.finalEnergy > 0.0 | Continue Cycle | energyBalance.finalEnergy <= 0.0 | Stop Cycle | workOut WorkTransferValue | energyBalance.finalEnergy > 0.0 | energyBalance.finalEnergy > 0.0 | netHeatAdded: HeatTransferValue
1779,data/001779/001779.sysml,data/001779/001779.txt,agent,B,aerospace,4,80.9,93.7,82.6,43.6,84.4,ok,Flap System | Controller | Actuator | Surface | Sensor | HydraulicFluid,supplyPressure: ISQ PressureValue | maxRetractionRate: ISQ AngularVelocityValue | maxExtensionRate: ISQ AngularVelocityValue | maxLoad: ISQ ForceValue | flowRate: ISQ VolumeFlowRateValue | updateRate: ISQ FrequencyValue
1780,data/001780/001780.sysml,data/001780/001780.txt,agent,B,industrial,4,75.2,81.5,68.7,67.2,78.4,ok,Flow Control Valve System | Flow Sensor | Valve Body | Controller | Actuator | Fluid,ControlInputPort | SensorOutputPort | Calculate Control Signal | newErrorAccumulation Real | newPreviousError Real | Decision1
1781,data/001781/001781.sysml,data/001781/001781.txt,agent,A,industrial,4,75,89.2,63.7,54.7,80,ok,Control Valve | Supply Pipe | Return Pipe | Main Pump | PressureRegulator | FlowSensor,Decision1 | outlet | inlet | temperature: ThermodynamicTemperatureValue | powerInput: PowerValue
1782,data/001782/001782.sysml,data/001782/001782.txt,agent,B,energy,4,67.8,78.2,54.6,60.1,72.5,ok,Fracking System | Proppant Storage | Chemical Storage | Water Source | Monitoring | Wellhead,FluidOutputPort | FluidInputPort | GasOutputPort | adjustedFlowRate FlowRateValue | Separator | Blender
1783,data/001783/001783.sysml,data/001783/001783.txt,agent,B,automotive,3,59.2,67.3,45,58.9,63.8,ok,Fuel Injection System | Pressure Regulator | Intake Manifold | Throttle Body | Fuel Filter | Fuel Tank,Compute Fuel Requirement | Determine Pulse Width | pulse InjectionDuration | cmd1 InjectorCommand | cmd2 InjectorCommand | cmd3 InjectorCommand
1784,data/001784/001784.sysml,data/001784/001784.txt,agent,B,energy,4,70.6,88.5,56.8,45.9,76.2,ok,Gas Distribution System | Distribution Network | Regulation Station | Pressure Monitor | Safety Valve | Supply,measuredFlow: ISQ VolumeFlowRateValue | GasOutputPort | GasInputPort | currentPressure: ISQ PressureValue | pressureReading ISQ PressureValue | supplyTemperature: ISQ ThermodynamicTemperatureValue
1785,data/001785/001785.sysml,data/001785/001785.txt,agent,B,industrial,4,68.3,91.1,50.4,41.3,73,ok,Gas Compressor System | Discharge Valve | Intercooler | Controller | Motor | Stage,ControlSignalPort | stabilizedGas GasState | currentGas GasState | stage1Gas GasState | inputGas GasState | nominalCompressionRatio: CompressionRatio
1786,data/001786/001786.sysml,data/001786/001786.txt,agent,B,energy,4,83.5,87.5,82.6,72.9,85.5,ok,Main Shaft | Control System | Fuel System | Compressor | Combustor | Turbine,isentropicEfficiency: EfficiencyValue
1787,data/001787/001787.sysml,data/001787/001787.txt,agent,B,automotive,4,71.2,87.2,64.7,40,75.4,ok,Catalytic Converter | Exhaust Manifold | Air Filter | Fuel Tank | Fuel Pump | Injector,FuelSupplyPort | sparkTiming TimeValue | exhaustTemp: ThermodynamicTemperatureValue | Combust Phase | Done | Ignite And Combust
1788,data/001788/001788.sysml,data/001788/001788.txt,agent,B,automotive,4,70.4,85.1,56.8,55.7,73.7,ok,Gasoline Additive System | Additive Reservoir | Mixing Chamber | Quality Sensor | Dosing Pump | Fuel Tank,Calculate Additive Dose | Calculate Dose | Done | ControlPort | Decision1 | Decision2
