sysml_path,readiness_percent,readiness_band,l1_structural_score,l2_behavioral_score,l3_property_score,observability_score,repair_score,sequence_validity,ready_signals,improvement_cues,parse_status
data/001405/001405.sysml,84.6,Simulation-Ready,95.0,74.0,83.5,82.0,92.3,99.2%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001406/001406.sysml,93.2,SENTINEL-Ready,100.0,92.2,81.3,100.0,98.2,99.4%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001407/001407.sysml,82.5,Simulation-Ready,100.0,65.2,71.9,92.0,93.8,99.7%,Layer 1 compiler and type-resolution signals look strong. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,Add richer executable behavior for the simulation layer.,ok
data/001408/001408.sysml,95.0,SENTINEL-Ready,100.0,87.2,93.3,100.0,98.7,99.3%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001409/001409.sysml,92.6,SENTINEL-Ready,100.0,82.8,90.3,100.0,93.0,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001410/001410.sysml,87.3,SENTINEL-Ready,100.0,69.7,87.5,90.0,94.6,99.5%,Layer 1 compiler and type-resolution signals look strong. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,Add richer executable behavior for the simulation layer.,ok
data/001411/001411.sysml,96.1,SENTINEL-Ready,100.0,91.8,92.8,100.0,99.0,99.7%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001412/001412.sysml,90.6,SENTINEL-Ready,100.0,80.9,82.4,100.0,97.5,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001413/001413.sysml,85.7,SENTINEL-Ready,97.5,73.8,79.9,90.0,94.2,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001414/001414.sysml,95.8,SENTINEL-Ready,100.0,91.3,92.3,100.0,98.9,99.7%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001415/001415.sysml,85.3,SENTINEL-Ready,100.0,76.8,72.8,90.0,94.1,99.5%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001416/001416.sysml,84.0,Simulation-Ready,100.0,69.7,69.2,98.0,95.4,99.5%,Layer 1 compiler and type-resolution signals look strong. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,"Add richer executable behavior for the simulation layer. | Add more guards, thresholds, and state semantics for formal property checking.",ok
data/001417/001417.sysml,93.1,SENTINEL-Ready,100.0,87.4,85.8,99.9,98.2,99.7%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001418/001418.sysml,96.1,SENTINEL-Ready,100.0,91.5,93.3,100.0,99.0,99.5%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001419/001419.sysml,80.2,Simulation-Ready,92.5,70.8,70.4,92.0,79.6,99.3%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001420/001420.sysml,89.3,SENTINEL-Ready,95.0,79.2,86.8,96.0,96.4,99.3%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001421/001421.sysml,94.7,SENTINEL-Ready,100.0,87.0,92.4,100.0,98.6,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001422/001422.sysml,96.7,SENTINEL-Ready,100.0,96.8,90.5,100.0,99.2,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001423/001423.sysml,91.1,SENTINEL-Ready,100.0,83.3,82.1,100.0,97.7,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001424/001424.sysml,95.9,SENTINEL-Ready,100.0,91.0,93.3,100.0,98.9,99.7%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001425/001425.sysml,92.6,SENTINEL-Ready,100.0,85.1,89.5,95.0,97.1,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001426/001426.sysml,90.1,SENTINEL-Ready,100.0,77.5,85.8,100.0,92.3,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001427/001427.sysml,85.0,SENTINEL-Ready,100.0,67.8,77.2,99.9,88.3,99.3%,Layer 1 compiler and type-resolution signals look strong. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,Add richer executable behavior for the simulation layer.,ok
data/001428/001428.sysml,96.2,SENTINEL-Ready,100.0,93.4,93.3,100.0,95.1,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001429/001429.sysml,90.1,SENTINEL-Ready,100.0,82.6,83.0,94.0,96.2,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001430/001430.sysml,90.7,SENTINEL-Ready,100.0,82.1,81.7,100.0,97.6,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001431/001431.sysml,83.7,Simulation-Ready,100.0,73.8,79.5,79.5,84.8,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001432/001432.sysml,89.9,SENTINEL-Ready,100.0,87.3,73.5,100.0,97.4,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001433/001433.sysml,93.0,SENTINEL-Ready,97.5,81.9,93.3,100.0,98.2,99.4%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001434/001434.sysml,92.1,SENTINEL-Ready,100.0,83.8,87.0,98.0,97.6,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001435/001435.sysml,91.0,SENTINEL-Ready,100.0,80.3,84.6,100.0,97.7,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001436/001436.sysml,97.0,SENTINEL-Ready,100.0,96.9,91.6,100.0,99.2,99.4%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001437/001437.sysml,92.1,SENTINEL-Ready,100.0,77.7,91.6,100.0,98.0,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001438/001438.sysml,89.5,SENTINEL-Ready,100.0,80.9,78.4,100.0,97.3,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001439/001439.sysml,94.2,SENTINEL-Ready,100.0,87.0,90.5,100.0,98.5,99.7%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001440/001440.sysml,92.2,SENTINEL-Ready,100.0,83.0,86.6,100.0,98.0,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001441/001441.sysml,93.0,SENTINEL-Ready,100.0,85.9,86.7,100.0,98.2,99.7%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001442/001442.sysml,85.2,SENTINEL-Ready,100.0,72.9,72.2,96.0,95.3,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001443/001443.sysml,88.7,SENTINEL-Ready,100.0,79.3,83.6,90.0,95.0,99.5%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001444/001444.sysml,91.3,SENTINEL-Ready,100.0,80.4,85.8,100.0,97.7,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001445/001445.sysml,84.9,Simulation-Ready,92.5,76.7,80.0,92.0,87.6,99.2%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001446/001446.sysml,92.2,SENTINEL-Ready,100.0,86.0,83.7,100.0,98.0,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001447/001447.sysml,95.1,SENTINEL-Ready,100.0,87.5,93.3,100.0,98.7,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001448/001448.sysml,95.1,SENTINEL-Ready,100.0,91.5,89.5,100.0,98.7,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001449/001449.sysml,92.1,SENTINEL-Ready,100.0,83.3,86.6,100.0,96.2,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001450/001450.sysml,87.7,SENTINEL-Ready,100.0,76.8,76.5,98.0,96.4,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001451/001451.sysml,93.6,SENTINEL-Ready,100.0,91.2,84.0,100.0,98.3,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001452/001452.sysml,92.7,SENTINEL-Ready,100.0,85.7,86.1,100.0,98.1,99.5%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001453/001453.sysml,82.4,Simulation-Ready,100.0,73.8,67.2,86.0,92.6,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,"Add more guards, thresholds, and state semantics for formal property checking.",ok
data/001454/001454.sysml,95.2,SENTINEL-Ready,100.0,94.4,86.8,100.0,98.7,99.7%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001455/001455.sysml,96.2,SENTINEL-Ready,100.0,96.7,88.4,100.0,99.0,99.2%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001456/001456.sysml,92.9,SENTINEL-Ready,100.0,82.2,90.1,100.0,98.2,99.7%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001457/001457.sysml,93.1,SENTINEL-Ready,100.0,85.6,90.3,96.0,97.4,99.7%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001458/001458.sysml,97.6,SENTINEL-Ready,100.0,96.6,94.0,100.0,99.4,99.5%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001459/001459.sysml,92.4,SENTINEL-Ready,100.0,78.9,91.6,100.0,98.0,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001460/001460.sysml,96.6,SENTINEL-Ready,100.0,93.5,93.3,100.0,99.1,99.1%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001461/001461.sysml,84.3,Simulation-Ready,100.0,63.8,83.8,90.0,88.8,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,Add richer executable behavior for the simulation layer.,ok
data/001462/001462.sysml,96.6,SENTINEL-Ready,100.0,93.7,93.3,100.0,99.1,99.5%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001463/001463.sysml,92.9,SENTINEL-Ready,90.0,93.7,88.6,100.0,98.2,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001464/001464.sysml,91.4,SENTINEL-Ready,100.0,82.4,84.3,99.9,97.8,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001465/001465.sysml,89.4,SENTINEL-Ready,100.0,76.9,84.5,96.0,96.4,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001466/001466.sysml,89.7,SENTINEL-Ready,100.0,77.7,82.1,100.0,97.3,99.5%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001467/001467.sysml,92.4,SENTINEL-Ready,100.0,80.2,90.1,100.0,98.0,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001468/001468.sysml,95.1,SENTINEL-Ready,100.0,93.0,89.5,100.0,94.8,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001469/001469.sysml,90.8,SENTINEL-Ready,100.0,82.4,86.4,100.0,85.7,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001470/001470.sysml,94.1,SENTINEL-Ready,100.0,88.4,88.6,99.8,98.4,99.2%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001471/001471.sysml,89.8,SENTINEL-Ready,100.0,84.5,81.3,92.0,95.7,99.2%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001472/001472.sysml,96.2,SENTINEL-Ready,100.0,93.6,91.6,100.0,99.0,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001473/001473.sysml,91.5,SENTINEL-Ready,100.0,82.4,87.4,96.0,97.0,99.5%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001474/001474.sysml,93.7,SENTINEL-Ready,100.0,87.0,88.6,100.0,98.4,99.9%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001475/001475.sysml,94.3,SENTINEL-Ready,100.0,90.7,90.5,100.0,90.0,99.7%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001476/001476.sysml,87.4,SENTINEL-Ready,97.5,83.5,76.6,100.0,79.7,99.4%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001477/001477.sysml,90.0,SENTINEL-Ready,100.0,77.8,83.1,100.0,97.4,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001478/001478.sysml,94.0,SENTINEL-Ready,100.0,88.1,88.6,100.0,98.4,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001479/001479.sysml,92.7,SENTINEL-Ready,100.0,85.6,85.8,100.0,98.1,99.7%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001480/001480.sysml,85.6,SENTINEL-Ready,100.0,65.7,81.0,96.0,95.4,99.5%,Layer 1 compiler and type-resolution signals look strong. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,Add richer executable behavior for the simulation layer.,ok
data/001481/001481.sysml,86.6,SENTINEL-Ready,100.0,76.2,77.1,96.0,88.9,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001482/001482.sysml,83.3,Simulation-Ready,100.0,71.3,71.9,94.0,84.2,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001483/001483.sysml,87.7,SENTINEL-Ready,100.0,71.2,82.3,98.0,96.4,100.0%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001484/001484.sysml,91.5,SENTINEL-Ready,100.0,76.9,90.1,100.0,97.8,99.5%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001485/001485.sysml,89.1,SENTINEL-Ready,100.0,80.9,76.6,100.0,97.2,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001486/001486.sysml,93.6,SENTINEL-Ready,100.0,91.2,89.5,99.9,84.7,99.7%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001487/001487.sysml,91.0,SENTINEL-Ready,100.0,78.9,86.1,100.0,97.7,99.8%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
data/001488/001488.sysml,85.3,SENTINEL-Ready,100.0,65.1,87.0,90.0,87.3,99.7%,Layer 1 compiler and type-resolution signals look strong. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,Add richer executable behavior for the simulation layer.,ok
data/001489/001489.sysml,94.5,SENTINEL-Ready,97.5,90.5,90.7,100.0,98.6,99.6%,Layer 1 compiler and type-resolution signals look strong. | Layer 2 executable behavior looks ready for simulation feedback. | Layer 3 property translation and checking look plausible. | Simulation traces should be observable enough to compare against requirements. | Counterexamples should be localized enough to drive targeted repair.,,ok
